会员卡号,此次消费的会员积分,积分等级,年龄,年龄段,入会时长,消费次数,消费频率,消费金额,消费水平,平均每单金额,价值属性,最后一次消费距今时长,柜组名称
642c3475,12084.0,积分中等级,50,中年,360,4,低频消费,14279.2,中等消费水平,3569.8,单均价值高,109,LANCOME
642d76da,702.0,积分低等级,26,青年,920,1,低频消费,3511.0,低消费水平,3511.0,单均价值高,920,谢瑞麟柜
642db7e0,815.0,积分低等级,25,青年,952,2,低频消费,815.0,低消费水平,407.5,单均价值低,942,施丹兰 柜
6430640e,27574.0,积分中等级,39,青年,1056,20,中频消费,49432.0,中等消费水平,2471.6,单均价值一般,38,LA MER
6430bb27,2254.0,积分低等级,44,中年,4,1,低频消费,2254.0,低消费水平,2254.0,单均价值一般,4,JORYA
643138a4,1970.0,积分低等级,42,中年,911,3,低频消费,1970.0,低消费水平,656.6666666666666,单均价值一般,911,科颜氏(Kiehl's)
64335cee,7395.0,积分低等级,47,中年,663,6,低频消费,10975.0,中等消费水平,1829.1666666666667,单均价值一般,614,松下柜
6433d48f,400.0,积分低等级,33,青年,364,1,低频消费,400.0,低消费水平,400.0,单均价值低,364,AUPRES
6435d940,2072.0,积分低等级,54,中年,582,2,低频消费,13042.51,中等消费水平,6521.255,单均价值高,353,CERRUTI 1881 柜
643666db,4372.0,积分低等级,46,中年,501,2,低频消费,4372.0,低消费水平,2186.0,单均价值一般,2,迈雅(*)
64372b2c,1050.0,积分低等级,29,青年,1073,1,低频消费,1050.0,低消费水平,1050.0,单均价值一般,1073,科颜氏柜
643daf94,2189.0,积分低等级,31,青年,598,6,低频消费,4892.0,低消费水平,815.3333333333334,单均价值一般,11,Jurlique
643ed897,8762.0,积分低等级,40,青年,955,6,低频消费,8762.0,低消费水平,1460.3333333333333,单均价值一般,454,III VIVINIKO
643ef23a,5732.0,积分低等级,55,中年,588,2,低频消费,5732.0,低消费水平,2866.0,单均价值一般,552,23区
643fc9e1,6668.0,积分低等级,45,中年,405,3,低频消费,9207.36,低消费水平,3069.1200000000003,单均价值一般,184,S.D.Spontini
64417eba,2170.0,积分低等级,29,青年,1015,3,低频消费,2170.0,低消费水平,723.3333333333334,单均价值一般,1014,倩碧柜
64418c80,3500.0,积分低等级,42,中年,324,1,低频消费,3500.0,低消费水平,3500.0,单均价值一般,324,COACH 柜
64421c77,1319.0,积分低等级,39,青年,1053,3,低频消费,1902.2,低消费水平,634.0666666666667,单均价值一般,605,倩碧柜
644505bd,134775.01,积分高等级,48,中年,1089,14,中频消费,134775.0,高消费水平,9626.785714285714,单均价值高,882,SONG OF SONG
644555af,10135.0,积分中等级,30,青年,1043,4,低频消费,10135.0,中等消费水平,2533.75,单均价值一般,965,兰蔻(LANCOME)
6445a0db,19656.0,积分中等级,52,中年,951,9,中频消费,21474.0,中等消费水平,2386.0,单均价值一般,339,科颜氏(Kiehl's)
64477b85,0.0,积分低等级,47,中年,605,2,低频消费,4036.5,低消费水平,2018.25,单均价值一般,605,BIOTHERM
64484a34,87862.0,积分中等级,44,中年,1045,22,中频消费,108167.1,高消费水平,4916.686363636364,单均价值高,2,JORYA
644866de,1703.0,积分低等级,32,青年,1053,1,低频消费,1703.0,低消费水平,1703.0,单均价值一般,1053,威可多柜
6449783e,4942.0,积分低等级,31,青年,520,2,低频消费,4942.0,低消费水平,2471.0,单均价值一般,499,IMMOBILE
64497a2b,48830.0,积分中等级,50,中年,1098,23,中频消费,69133.0,中等消费水平,3005.782608695652,单均价值一般,393,OHUI/后
644f891e,328.0,积分低等级,45,中年,1043,1,低频消费,328.0,低消费水平,328.0,单均价值低,1043,精典泰迪柜
6458adaa,1512.0,积分低等级,44,中年,436,1,低频消费,1512.0,低消费水平,1512.0,单均价值一般,436,VOV
645a3f31,3070.0,积分低等级,39,青年,317,3,低频消费,3070.0,低消费水平,1023.3333333333334,单均价值一般,44,CHANEL
645e1224,1505.0,积分低等级,29,青年,914,1,低频消费,1505.0,低消费水平,1505.0,单均价值一般,914,CLINIQUE
64615c5d,3950.0,积分低等级,52,中年,1071,2,低频消费,3950.0,低消费水平,1975.0,单均价值一般,1035,COACH 柜
646384af,13.0,积分低等级,33,青年,976,1,低频消费,1340.0,低消费水平,1340.0,单均价值一般,976,金至尊柜
6463a2e4,1979.0,积分低等级,49,中年,1026,1,低频消费,1979.0,低消费水平,1979.0,单均价值一般,1026,Ecco柜
6467be60,3620.0,积分低等级,43,中年,639,1,低频消费,3620.0,低消费水平,3620.0,单均价值高,639,SK-II
646a6e30,598.0,积分低等级,37,青年,426,4,低频消费,2811.0,低消费水平,702.75,单均价值一般,355,PANDORA柜
646aed89,1298.0,积分低等级,41,中年,1005,3,低频消费,1298.0,低消费水平,432.6666666666667,单均价值低,80,倩碧柜
646b4327,6859.0,积分低等级,56,中年,647,2,低频消费,6859.0,低消费水平,3429.5,单均价值一般,584,LAMPO
646b9d68,3502.0,积分低等级,55,中年,586,2,低频消费,3502.0,低消费水平,1751.0,单均价值一般,586,小笑牛
646c3ee9,15741.0,积分中等级,31,青年,365,5,低频消费,26900.0,中等消费水平,5380.0,单均价值高,113,LANCOME
646c9417,2890.0,积分低等级,50,中年,897,1,低频消费,2890.0,低消费水平,2890.0,单均价值一般,897,LANCOME
64712a90,2015.0,积分低等级,32,青年,134,3,低频消费,2015.0,低消费水平,671.6666666666666,单均价值一般,109,LANCOME
6472f425,1240.0,积分低等级,27,青年,1011,1,低频消费,1240.0,低消费水平,1240.0,单均价值一般,1011,香奈儿柜
6473336f,2952.0,积分低等级,42,中年,515,1,低频消费,2952.0,低消费水平,2952.0,单均价值一般,515,AUM（女装）
647a46e8,181158.0,积分高等级,38,青年,1020,28,中频消费,221846.5,高消费水平,7923.089285714285,单均价值高,283,SONG OF SONG
647e3931,4911.0,积分低等级,35,青年,404,2,低频消费,4910.8,低消费水平,2455.4,单均价值一般,383,CHANEL
647f5f4a,36681.0,积分中等级,39,青年,399,3,低频消费,36681.0,中等消费水平,12227.0,单均价值高,309,AutaSon
6480af04,1480.0,积分低等级,31,青年,122,1,低频消费,1480.0,低消费水平,1480.0,单均价值一般,122,LANCOME
64811ebf,718.0,积分低等级,41,中年,37,1,低频消费,718.0,低消费水平,718.0,单均价值一般,37,TOP柜
6485daf2,12160.0,积分中等级,42,中年,536,2,低频消费,12160.0,中等消费水平,6080.0,单均价值高,536,朗姿柜
6486c0fa,57194.0,积分中等级,47,中年,317,9,中频消费,63172.0,中等消费水平,7019.111111111111,单均价值高,24,GORNIA柜
64871b30,842.0,积分低等级,40,青年,124,1,低频消费,842.0,低消费水平,842.0,单均价值一般,124,INSUN
648abfa7,65003.0,积分中等级,45,中年,1096,23,中频消费,66945.8,中等消费水平,2910.6869565217394,单均价值一般,28,VASTO柜
648c610c,29768.0,积分中等级,45,中年,643,12,中频消费,30739.8,中等消费水平,2561.65,单均价值一般,132,欧舒丹柜
648ffe10,4500.0,积分低等级,30,青年,617,1,低频消费,4500.0,低消费水平,4500.0,单均价值高,617,万宝龙柜(综合转男装)
6492401e,196414.75,积分高等级,37,青年,1058,33,高频消费,218650.31,高消费水平,6625.76696969697,单均价值高,38,ICICLE
6493cf2d,200.0,积分低等级,53,中年,31,1,低频消费,200.0,低消费水平,200.0,单均价值低,31,CHANEL
6498eb6a,2116.0,积分低等级,39,青年,928,2,低频消费,4982.0,低消费水平,2491.0,单均价值一般,914,茱莉蔻(Jurlique)
649925d9,17135.0,积分中等级,29,青年,649,15,中频消费,17135.0,中等消费水平,1142.3333333333333,单均价值一般,27,BIOTHERM
649b242e,24855.0,积分中等级,34,青年,1019,6,低频消费,24855.0,中等消费水平,4142.5,单均价值高,167,GIVENCHY 柜
649b387e,600.0,积分低等级,31,青年,10,1,低频消费,600.0,低消费水平,600.0,单均价值一般,10,GUERLAIN
649d5bb4,33796.0,积分中等级,52,中年,484,8,中频消费,37377.0,中等消费水平,4672.125,单均价值高,64,MaxMara 柜
649d76e0,298.0,积分低等级,38,青年,954,1,低频消费,2165.0,低消费水平,2165.0,单均价值一般,954,雅诗兰黛(ESTEE LAUDE
64a0cc35,26091.0,积分中等级,51,中年,978,6,低频消费,84197.0,中等消费水平,14032.833333333334,单均价值高,460,施华洛世奇柜
64a1b321,2866.0,积分低等级,51,中年,16,3,低频消费,2866.0,低消费水平,955.3333333333334,单均价值一般,16,Jurlique
64a2459c,46383.0,积分中等级,52,中年,1050,6,低频消费,45672.0,中等消费水平,7612.0,单均价值高,10,KENT&CURWEN柜
64a91bfb,7137.0,积分低等级,49,中年,1005,9,中频消费,11677.5,中等消费水平,1297.5,单均价值一般,66,OHUI/后
64ab0407,350.0,积分低等级,33,青年,61,1,低频消费,350.0,低消费水平,350.0,单均价值低,61,CHANEL
64ac1792,5084.0,积分低等级,29,青年,441,4,低频消费,5084.0,低消费水平,1271.0,单均价值一般,4,PAW IN PAW BABY
64ac5f13,44849.0,积分中等级,36,青年,153,4,低频消费,44849.0,中等消费水平,11212.25,单均价值高,4,AutaSon
64ad1b33,1820.0,积分低等级,33,青年,171,3,低频消费,1820.0,低消费水平,606.6666666666666,单均价值一般,10,Dior
64af5ca1,320.0,积分低等级,33,青年,959,1,低频消费,320.0,低消费水平,320.0,单均价值低,959,迪奥(Dior)
64b18a35,5492.0,积分低等级,46,中年,648,4,低频消费,17865.17,中等消费水平,4466.2925,单均价值高,131,V-GRASS柜
64b27a19,9046.0,积分低等级,31,青年,85,2,低频消费,9046.0,低消费水平,4523.0,单均价值高,85,LIME
64b2d908,4930.0,积分低等级,26,青年,635,2,低频消费,4930.0,低消费水平,2465.0,单均价值一般,591,雅诗兰黛ESTEE LAUDER
64b3ea0a,9065.0,积分低等级,31,青年,1073,5,低频消费,10065.0,中等消费水平,2013.0,单均价值一般,95,科颜氏柜
64ba4753,1680.0,积分低等级,50,中年,236,1,低频消费,1680.0,低消费水平,1680.0,单均价值一般,236,帕翠亚
64bb42fe,19280.0,积分中等级,48,中年,1049,9,中频消费,28056.0,中等消费水平,3117.3333333333335,单均价值一般,864,娇兰(GUERLAIN)
64be755e,2052.0,积分低等级,30,青年,980,1,低频消费,2052.0,低消费水平,2052.0,单均价值一般,980,IMMOBILE 柜
64c093d2,1604.0,积分低等级,41,中年,165,2,低频消费,3572.0,低消费水平,1786.0,单均价值一般,165,VICUTU
64c24ba5,80900.0,积分中等级,52,中年,1094,23,中频消费,77498.0,中等消费水平,3369.478260869565,单均价值一般,10,V-GRASS柜
64c8faf6,8386.0,积分低等级,52,中年,512,2,低频消费,8386.0,低消费水平,4193.0,单均价值高,512,V-GRASS柜
64ca4f1c,3956.0,积分低等级,47,中年,613,2,低频消费,3956.0,低消费水平,1978.0,单均价值一般,612,Zippo
64cb0bf7,1410.0,积分低等级,24,青年,4,1,低频消费,1410.0,低消费水平,1410.0,单均价值一般,4,施华洛世奇柜
64ccb9a4,234.0,积分低等级,44,中年,1052,1,低频消费,2171.0,低消费水平,2171.0,单均价值一般,1052,谢瑞麟柜
64cd1aaa,4315.0,积分低等级,32,青年,1070,4,低频消费,4315.0,低消费水平,1078.75,单均价值一般,478,YSL
64d092c3,450.0,积分低等级,40,青年,457,1,低频消费,450.0,低消费水平,450.0,单均价值低,457,Shu Uemura
64d0a6fa,9101.0,积分低等级,27,青年,900,2,低频消费,9101.0,低消费水平,4550.5,单均价值高,647,HAILIVES
64d14941,929.14,积分低等级,35,青年,1061,1,低频消费,929.14,低消费水平,929.14,单均价值一般,1061,娇韵诗柜
64d52d34,0.0,积分低等级,56,中年,4,1,低频消费,6440.0,低消费水平,6440.0,单均价值高,4,Rebecca
64d57cdb,7240.0,积分低等级,60,中年,541,4,低频消费,7240.3,低消费水平,1810.075,单均价值一般,39,ecco
64d5d83e,1160.0,积分低等级,49,中年,1056,1,低频消费,1160.0,低消费水平,1160.0,单均价值一般,1056,雅诗兰黛柜
64d90883,1188.0,积分低等级,45,中年,1082,3,低频消费,2148.0,低消费水平,716.0,单均价值一般,276,Fancl柜
64da2a69,7138.0,积分低等级,30,青年,583,7,中频消费,7138.0,低消费水平,1019.7142857142857,单均价值一般,30,OHUI/后
64da8b14,29350.0,积分中等级,53,中年,967,6,低频消费,51010.0,中等消费水平,8501.666666666666,单均价值高,83,CHANEL
64da9c78,7174.0,积分低等级,53,中年,992,4,低频消费,7174.0,低消费水平,1793.5,单均价值一般,72,BIOTHERM
64dd0554,2010.0,积分低等级,30,青年,984,2,低频消费,2010.0,低消费水平,1005.0,单均价值一般,328,娇韵诗柜
64deab09,1500.0,积分低等级,60,中年,248,1,低频消费,1500.0,低消费水平,1500.0,单均价值一般,248,WMF 柜
64deb455,34892.0,积分中等级,34,青年,556,23,中频消费,56557.0,中等消费水平,2459.0,单均价值一般,24,LA MER
64df4cd9,1665.0,积分低等级,36,青年,1034,1,低频消费,1665.0,低消费水平,1665.0,单均价值一般,1034,雅诗兰黛柜
64e3f2fe,4860.0,积分低等级,34,青年,932,2,低频消费,4860.0,低消费水平,2430.0,单均价值一般,543,SK-II
64e44370,0.0,积分低等级,37,青年,102,1,低频消费,1692.0,低消费水平,1692.0,单均价值一般,102,雅芳婷柜
64e597e8,14641.0,积分中等级,43,中年,638,13,中频消费,18852.5,中等消费水平,1450.1923076923076,单均价值一般,199,兰芝柜
64e5e06c,952.0,积分低等级,51,中年,961,1,低频消费,952.0,低消费水平,952.0,单均价值一般,961,VICUTU
64ec72f5,10694.0,积分中等级,39,青年,1009,4,低频消费,10694.0,中等消费水平,2673.5,单均价值一般,32,CLARINS
64ed435c,54025.0,积分中等级,46,中年,1056,28,中频消费,56189.0,中等消费水平,2006.75,单均价值一般,29,CHANEL
64ed65f5,191.0,积分低等级,43,中年,101,2,低频消费,2070.2200000000003,低消费水平,1035.1100000000001,单均价值一般,99,六福柜
64ef3c9f,422.0,积分低等级,55,中年,1072,1,低频消费,422.0,低消费水平,422.0,单均价值低,1072,茜子柜
64f005f2,7451.0,积分低等级,39,青年,1068,7,中频消费,7551.0,低消费水平,1078.7142857142858,单均价值一般,391,植村秀柜
64f63766,3862.0,积分低等级,34,青年,915,2,低频消费,3862.0,低消费水平,1931.0,单均价值一般,915,雅诗兰黛ESTEE LAUDER
64f6e799,17896.0,积分中等级,33,青年,1044,3,低频消费,17896.0,中等消费水平,5965.333333333333,单均价值高,1044,希思黎柜
64f76c71,4100.0,积分低等级,39,青年,1033,3,低频消费,4100.0,低消费水平,1366.6666666666667,单均价值一般,1032,雅诗兰黛柜
64f773d5,2912.0,积分低等级,41,中年,29,2,低频消费,2912.0,低消费水平,1456.0,单均价值一般,29,潘多拉(PANDORA)
64f7a70c,13605.0,积分中等级,27,青年,930,2,低频消费,24117.0,中等消费水平,12058.5,单均价值高,539,SATCHI男装
64f81351,16985.0,积分中等级,42,中年,977,6,低频消费,16985.0,中等消费水平,2830.8333333333335,单均价值一般,477,CLINIQUE
64f987d1,11154.0,积分中等级,38,青年,1009,6,低频消费,11154.0,中等消费水平,1859.0,单均价值一般,258,赫莲娜(HR)
64fc07de,3490.0,积分低等级,20,青年,208,1,低频消费,3490.0,低消费水平,3490.0,单均价值一般,208,GIVENCHY 柜
64fd770c,908.0,积分低等级,27,青年,260,2,低频消费,908.0,低消费水平,454.0,单均价值低,167,Embry Form(4F)
65008ee4,143.0,积分低等级,42,中年,559,1,低频消费,717.0,低消费水平,717.0,单均价值一般,559,德龙 柜
65033a93,0.0,积分低等级,39,青年,375,1,低频消费,1305.0,低消费水平,1305.0,单均价值一般,375,阿玛尼GIORGIO ARMANI
6507eb5b,2032.0,积分低等级,60,中年,417,1,低频消费,2032.0,低消费水平,2032.0,单均价值一般,417,V-GRASS柜
65087ebd,270.0,积分低等级,29,青年,38,1,低频消费,270.0,低消费水平,270.0,单均价值低,38,Dior
6509f132,9450.0,积分低等级,49,中年,1053,2,低频消费,9450.0,低消费水平,4725.0,单均价值高,879,LANCOME
650bd41e,7413.0,积分低等级,36,青年,1078,8,中频消费,10268.0,中等消费水平,1283.5,单均价值一般,524,CLARINS
650cd6fa,9914.0,积分低等级,28,青年,871,4,低频消费,9914.0,低消费水平,2478.5,单均价值一般,109,VME柜
650de0e2,14030.0,积分中等级,36,青年,1042,5,低频消费,23710.0,中等消费水平,4742.0,单均价值高,417,LANCOME
651beaa4,6918.0,积分低等级,48,中年,102,6,低频消费,13692.1,中等消费水平,2282.016666666667,单均价值一般,38,ZUCZUG
651cfa54,7613.0,积分低等级,33,青年,1064,4,低频消费,8377.0,低消费水平,2094.25,单均价值一般,920,卡尔丹顿(男装)柜
651d6dfa,3490.0,积分低等级,39,青年,187,1,低频消费,3490.0,低消费水平,3490.0,单均价值一般,187,GIVENCHY 柜
651dec98,1070.0,积分低等级,29,青年,115,1,低频消费,1070.0,低消费水平,1070.0,单均价值一般,115,CLARINS
6522804e,8202.0,积分低等级,47,中年,553,4,低频消费,8202.4,低消费水平,2050.6,单均价值一般,38,P-PLUS 柜
652cd293,1030.0,积分低等级,55,中年,1025,1,低频消费,1030.0,低消费水平,1030.0,单均价值一般,1025,MAX&CO柜
652dafab,10175.0,积分中等级,48,中年,968,3,低频消费,10175.0,中等消费水平,3391.6666666666665,单均价值一般,629,科颜氏(Kiehl's)
6530ed99,5588.0,积分低等级,29,青年,39,2,低频消费,28111.76,中等消费水平,14055.88,单均价值高,39,Dior
653226ff,2426.0,积分低等级,34,青年,1074,4,低频消费,2426.0,低消费水平,606.5,单均价值一般,895,Embry Form(4F)
65334cad,9209.0,积分低等级,53,中年,1083,4,低频消费,9209.0,低消费水平,2302.25,单均价值一般,629,Shu Uemura
65353ea4,620.0,积分低等级,50,中年,1048,1,低频消费,620.0,低消费水平,620.0,单均价值一般,1048,雅诗兰黛柜
6538635e,11076.0,积分中等级,28,青年,1033,11,中频消费,28568.0,中等消费水平,2597.090909090909,单均价值一般,404,迪奥柜
